network	network_description	activation_delay	compute	number_activations	strategy	strategy_description	version	protocol	machine_duration_s	activations	reward	head_time	head_progress	head_height	head_miner	preference	progress	max_uncles	incentive_scheme	head_work	k	head_kind	subblock_selection
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.188900884	4498|5502	4498.|5502.	10161.3690655	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.27435603	4397|5603	3441.|3763.	9988.07510858	7204.	1801					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.237008051	4383|5617	2722.|5158.	10069.6695847	7880.	1970					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.244917182	4971|5029	4298.|2878.	9894.585426	7176.	1794					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.119999375	1015|8985	99.|8929.	9950.9347588	9028.	2257					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.132480799	932|9068	79.|9021.	10109.2204356	9100.	2275					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.470317756	4494|5506	577.|5187.	10123.9281017	5764.	1441					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.249303687	5038|4962	3643.|4105.	9841.76365458	7748.	1937					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.208786271	4970|5030	4970.|5030.	9959.95067069	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.107562997	998|9002	250.|8998.	10099.4099185	9248.	2312					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.116566477	1013|8987	1013.|8987.	10007.619833	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.106224641	2002|7998	355.|7781.	10073.6888082	8136.	2034					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.114032712	1972|8028	348.|7816.	10049.991	8164.	2041					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.101753227	2018|7982	529.|7955.	9914.13746161	8484.	2121					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.117290262	2005|7995	2005.|7995.	9984.9053725	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.115806264	2429|7571	455.|7293.	9926.02450932	7748.	1937					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.109432077	2565|7435	850.|7358.	10131.1785903	8208.	2052					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.151248114	2491|7509	566.|7194.	10088.0627791	7760.	1940					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.121744484	2409|7591	2409.|7591.	10015.9581399	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.112340022	3316|6684	489.|6391.	9982.40310719	6880.	1720					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.125290845	3299|6701	960.|6172.	9950.09026498	7132.	1783					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.121676627	3289|6711	1148.|6548.	9905.80984324	7696.	1924					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.1041682	3323|6677	3323.|6677.	10114.8670508	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.10965233	4055|5945	1898.|5506.	9851.2588172	7404.	1851					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.139753357	3981|6019	1477.|5211.	10020.3204654	6688.	1672					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.180443876	3986|6014	596.|5676.	9957.11473762	6272.	1568					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.12650601	3958|6042	3958.|6042.	10137.9781721	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.111288393	4557|5443	2383.|4821.	10045.9269181	7204.	1801					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.120867661	4535|5465	4535.|5465.	10063.8450979	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.184394575	4434|5566	2048.|4360.	10098.9643997	6408.	1602					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.119998354	5015|4985	3223.|4037.	10191.965521	7260.	1815					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.321274581	4511|5489	420.|5240.	9914.35035806	5660.	1415					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.215713344	4985|5015	3326.|2926.	9880.90333839	6252.	1563					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.140440484	5045|4955	5045.|4955.	9950.23385505	10000.	2500					constant		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.224975929	984|9016	164.5|8850.5	10001.6200194	9104.	2276					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.205938309	1011|8989	144.25|8855.75	10079.0484045	9060.	2265					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.196226281	985|9015	551.|8666.	9885.96708061	9688.	2422					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.195789744	1023|8977	1023.|8977.	10021.8878974	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.245615589	2047|7953	457.25|7497.75	9957.7410639	8192.	2048					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.246673902	2035|7965	674.25|7387.75	9857.24155499	8284.	2071					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.170567712	2020|7980	913.25|7473.75	10064.5375745	9104.	2276					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.174647613	2002|7998	2002.|7998.	10205.944707	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.220164599	2442|7558	529.|7065.	9833.61324987	7828.	1957					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.160040698	2574|7426	2574.|7426.	9963.36170782	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.254638025	2438|7562	927.5|6801.5	9874.43038836	8012.	2003					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.21837113	2474|7526	1039.75|6977.25	10128.4093804	8812.	2203					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.220408646	3266|6734	743.25|6063.75	9950.42322371	7124.	1781					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.253288008	3323|6677	1668.5|5436.5	9976.08023229	7488.	1872					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.17893415	3331|6669	1426.|5996.	10021.8652884	8312.	2078					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.174286637	3289|6711	3289.|6711.	9912.02766424	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.241042746	3950|6050	748.75|5433.25	9948.49096119	6448.	1612					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.155922417	4078|5922	4078.|5922.	9995.49985434	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.259449837	3996|6004	2622.5|4169.5	9953.75151907	7324.	1831					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.208116838	3992|6008	1916.75|5213.25	9878.11022193	8016.	2004					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.18452052	4429|5571	2389.25|4608.75	9939.6325622	7896.	1974					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.17590666	4608|5392	4608.|5392.	9990.66521556	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.348036758	4484|5516	473.5|5130.5	10159.7719097	5776.	1444					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.262802484	4541|5459	3412.25|3262.75	10035.4001921	7200.	1800					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.111812785	1032|8968	126.75|8874.25	9956.00308981	9024.	2256					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.177996734	5033|4967	5033.|4967.	9948.23392211	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.203503159	4947|5053	3974.|2654.	10120.2881888	7128.	1782					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	0.205427673	5009|4991	3258.5|3688.5	10099.273067	7728.	1932					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.109996914	1006|8994	70.5|8941.5	9929.86657281	9024.	2256					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.106762478	952|9048	215.75|9010.25	9933.82859733	9272.	2318					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.097718051	950|9050	950.|9050.	10035.3175222	10000.	2500					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.106413444	2060|7940	251.5|7744.5	9975.31315793	8052.	2013					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.106577421	1928|8072	340.|7834.	9804.29220849	8232.	2058					discount		4	summary	optimal
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.088459753	1957|8043	1957.|8043.	9893.92800345	10000.	2500					discount		4	summary	optimal
